subject_id,trial_index,label,marker2_source_sample,marker3_source_sample,marker_duration_samples,marker2_target_sample,crop_stop_target_sample,source_path
1,13,1,1002,3003,2001,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,14,0,1002,3002,2000,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,15,1,1004,3005,2001,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,16,0,1003,3005,2002,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,17,1,1009,3010,2001,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,18,0,1009,3011,2002,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,19,1,1009,3009,2000,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,20,0,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,21,1,1011,3013,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,22,0,1009,3009,2000,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,23,1,1019,3019,2000,261,773,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,24,0,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,25,1,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,26,0,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,27,1,1007,3007,2000,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,28,0,1007,3009,2002,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,29,1,1007,3007,2000,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,30,0,1006,3008,2002,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,31,1,1007,3007,2000,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,32,0,1006,3007,2001,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,33,1,1006,3007,2001,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,34,0,1006,3006,2000,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,35,1,1007,3008,2001,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,36,0,1007,3009,2002,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,37,1,1007,3009,2002,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,38,0,1007,3008,2001,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
1,39,1,1008,3008,2000,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-01/sub-01_task-motor-imagery_eeg.mat
3,0,0,1008,3009,2001,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,1,1,1003,3004,2001,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,2,0,1003,3004,2001,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,3,1,1003,3005,2002,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,4,0,1003,3003,2000,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,5,1,1003,3003,2000,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,6,0,1004,3006,2002,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,7,1,1004,3006,2002,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,8,0,1003,3004,2001,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,9,1,1003,3005,2002,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,10,0,1003,3005,2002,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,11,1,1004,3005,2001,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,12,0,1004,3005,2001,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,13,1,1004,3004,2000,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,14,0,1003,3004,2001,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,15,1,1003,3005,2002,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,16,0,1004,3006,2002,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,17,1,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,18,0,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,19,1,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,20,0,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,21,1,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,22,0,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,23,1,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,24,0,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,25,1,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,26,0,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,27,1,1009,3009,2000,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,28,0,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,29,1,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,30,0,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,31,1,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,32,0,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,33,1,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,34,0,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,35,1,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,36,0,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,37,1,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,38,0,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
3,39,1,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-03/sub-03_task-motor-imagery_eeg.mat
7,0,0,1007,3009,2002,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,1,1,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,2,0,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,3,1,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,4,0,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,5,1,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,6,0,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,7,1,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,8,0,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,9,1,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,10,0,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,11,1,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,12,0,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,13,1,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,14,0,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,15,1,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,16,0,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,17,1,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,18,0,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,19,1,1011,3013,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,20,0,1011,3013,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,21,1,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,22,0,1012,3014,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,23,1,1011,3013,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,24,0,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,25,1,1012,3012,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,26,0,1012,3014,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,27,1,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,28,0,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,29,1,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,30,0,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,31,1,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,32,0,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,33,1,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,34,0,1011,3012,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,35,1,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,36,0,1010,3012,2002,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,37,1,1012,3013,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,38,0,1010,3010,2000,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
7,39,1,1010,3011,2001,259,771,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-07/sub-07_task-motor-imagery_eeg.mat
9,0,0,1007,3008,2001,258,770,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-09/sub-09_task-motor-imagery_eeg.mat
9,1,1,1003,3004,2001,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-09/sub-09_task-motor-imagery_eeg.mat
9,2,0,1003,3004,2001,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-09/sub-09_task-motor-imagery_eeg.mat
9,3,1,1003,3004,2001,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-09/sub-09_task-motor-imagery_eeg.mat
9,4,0,1003,3003,2000,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-09/sub-09_task-motor-imagery_eeg.mat
9,5,1,1003,3003,2000,257,769,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/liu2024_data/liu2024_figshare/sourcedata/sub-09/sub-09_task-motor-imagery_eeg.mat
